0.0000 1.897720e+00 -4.847336e-01 2.382454e+00
0.0333 -8.821406e-01 -4.847336e-01 -3.974069e-01
0.0667 -4.596734e-01 -4.847336e-01 2.506020e-02
0.1000 7.609580e-01 -4.847336e-01 1.245692e+00
0.1334 2.000220e-01 -4.847336e-01 6.847556e-01
0.1667 -1.687969e+00 -4.847336e-01 -1.203236e+00
0.2001 2.304471e-01 -4.847336e-01 7.151807e-01
0.2334 -6.522213e-02 -4.847336e-01 4.195115e-01
0.2668 -5.117623e-01 -4.847336e-01 -2.702865e-02
0.3001 -5.323183e-01 -4.847336e-01 -4.758470e-02
0.3334 -1.870987e+00 -4.847336e-01 -1.386253e+00
0.3668 -1.576914e+00 -4.847336e-01 -1.092180e+00
0.4001 -8.301225e-02 -4.847336e-01 4.017214e-01
0.4335 -1.516738e+00 -4.847336e-01 -1.032004e+00
0.4668 -1.173415e+00 -4.847336e-01 -6.886816e-01
0.5002 5.393424e-01 -5.408803e-01 1.080223e+00
0.5335 -5.094627e-01 -5.408803e-01 3.141758e-02
0.5669 -6.708774e-01 -5.408803e-01 -1.299971e-01
0.6002 3.532894e-02 -5.408803e-01 5.762092e-01
0.6335 -2.052219e-01 -5.408803e-01 3.356584e-01
0.6669 9.474112e-01 -5.408803e-01 1.488291e+00
0.7002 -1.334921e-01 -5.408803e-01 4.073882e-01
0.7336 -1.460044e+00 -5.408803e-01 -9.191638e-01
0.7669 6.258543e-02 -5.408803e-01 6.034657e-01
0.8003 -4.229106e-01 -5.408803e-01 1.179697e-01
0.8336 -1.310852e+00 -5.408803e-01 -7.699716e-01
0.8670 -1.399439e+00 -5.408803e-01 -8.585586e-01
0.9003 -1.052357e+00 -5.408803e-01 -5.114766e-01
0.9336 -1.295670e+00 -5.408803e-01 -7.547899e-01
0.9670 -1.237546e+00 -5.408803e-01 -6.966655e-01
1.0003 -1.346873e+00 -1.476233e+00 1.293600e-01
1.0337 -1.929155e+00 -1.476233e+00 -4.529220e-01
1.0670 -1.501838e+00 -1.476233e+00 -2.560548e-02
1.1004 -1.149816e+00 -1.476233e+00 3.264166e-01
1.1337 -1.061741e+00 -1.476233e+00 4.144916e-01
1.1671 -9.797210e-01 -1.476233e+00 4.965117e-01
1.2004 -2.796168e+00 -1.476233e+00 -1.319935e+00
1.2337 -2.551114e+00 -1.476233e+00 -1.074881e+00
1.2671 -1.726925e+00 -1.476233e+00 -2.506923e-01
1.3004 -1.985816e+00 -1.476233e+00 -5.095835e-01
1.3338 -3.438544e+00 -1.476233e+00 -1.962311e+00
1.3671 -8.910774e-01 -1.476233e+00 5.851552e-01
1.4005 -4.336573e-02 -1.476233e+00 1.432867e+00
1.4338 -9.922573e-01 -1.476233e+00 4.839753e-01
1.4672 2.509210e-01 -1.476233e+00 1.727154e+00
1.5005 -1.925300e+00 -1.087759e+00 -8.375413e-01
1.5338 -1.907743e+00 -1.087759e+00 -8.199840e-01
1.5672 -1.378719e+00 -1.087759e+00 -2.909602e-01
1.6005 -1.719929e+00 -1.087759e+00 -6.321700e-01
1.6339 -2.179240e+00 -1.087759e+00 -1.091482e+00
1.6672 -2.288173e-01 -1.087759e+00 8.589412e-01
1.7006 -5.989904e-01 -1.087759e+00 4.887681e-01
1.7339 3.169360e-02 -1.087759e+00 1.119452e+00
1.7673 -1.180866e-01 -1.087759e+00 9.696719e-01
1.8006 -1.774097e+00 -1.087759e+00 -6.863383e-01
1.8339 -5.381786e-01 -1.087759e+00 5.495800e-01
1.8673 7.673740e-02 -1.087759e+00 1.164496e+00
1.9006 -1.741928e+00 -1.087759e+00 -6.541690e-01
1.9340 -8.628630e-01 -1.087759e+00 2.248955e-01
1.9673 -1.450919e+00 -1.087759e+00 -3.631601e-01
2.0007 1.894757e+00 -2.621006e-01 2.156858e+00
2.0340 -1.076974e+00 -2.621006e-01 -8.148738e-01
2.0674 -1.945565e-01 -2.621006e-01 6.754403e-02
2.1007 2.868013e-01 -2.621006e-01 5.489018e-01
2.1340 -9.061641e-01 -2.621006e-01 -6.440635e-01
2.1674 -3.522260e-01 -2.621006e-01 -9.012548e-02
2.2007 -1.408824e-01 -2.621006e-01 1.212182e-01
2.2341 -4.940964e-01 -2.621006e-01 -2.319958e-01
2.2674 8.768663e-01 -2.621006e-01 1.138967e+00
2.3008 8.427020e-01 -2.621006e-01 1.104803e+00
2.3341 -2.617362e+00 -2.621006e-01 -2.355262e+00
2.3675 -1.384931e+00 -2.621006e-01 -1.122830e+00
2.4008 -4.469720e-01 -2.621006e-01 -1.848714e-01
2.4341 -2.347078e-01 -2.621006e-01 2.739281e-02
2.4675 1.623763e-02 -2.621006e-01 2.783382e-01
